,prn,epoch_time,sv_clock_bias,sv_clock_drift,sv_clock_drift_rate,iode,correction_radius_sine,mean_motion,mean_anomaly,correction_latitude_cosine,essentricity,correction_latitude_sine,sqrt_semi_major_axis,time_of_ephemeris,correction_inclination_cosine,OMEGA,correction_inclination_sine,inclination,correction_radius_cosine,omega,OMEGA_dot,inclination_rate,codes,gps_week,l2_p_data_flag,sv_accuracy,sv_health,tgd,iodc,t_tx,fit_interval
34,17,2017-11-04 21:59:44,-0.0001466936681660182,2.5011254287912895e-12,0.0,107.74992214727398,-102.89156070667259,3.3723394434512196e-09,2.9820113269825392,-5.27160383896596e-06,0.012076657277661355,1.5014363826324176e-05,5153.47580103885,597588.8414045585,1.0384765442865953e-07,0.0034110580769543633,-7.173356884915733e-08,0.9816494171707804,94.67036024333913,-1.8353922322243084,-7.222604570939107e-09,3.026896051512916e-11,1.0,1973.0,0.0,0.0,0.0,-1.11758708954e-08,109.46913451862137,590439.6266815393,0.0
35,17,2017-11-05 00:00:00,-0.00014667648039968102,2.5011154031583645e-12,0.0,111.36757739592711,-102.02189693160767,3.5392822230037085e-09,-2.260627004734504,-5.263545861168294e-06,0.012080521379491553,1.3716138217682764e-05,5153.463238192242,604804.5960068586,1.611493739093204e-07,0.00335880334006838,-1.253469098659596e-07,0.9816488986407856,125.21135754031413,-1.8352661982567748,-7.243774536135551e-09,-2.437692091954045e-11,1.0,1973.0,0.0,0.0,0.0,-1.11758708954e-08,112.89766197804894,597659.4326509433,0.0
36,24,2017-11-04 02:00:00,-4.1777855397771614e-05,-4.1976853133107374e-13,0.0,54.22943717304512,136.91381037991047,5.1316328049233315e-09,3.147325500733965,7.061509418461644e-06,0.006181850866391922,4.723102818670234e-06,5153.682868250055,525606.5596676555,-3.870309545876738e-08,-2.175771370672836,-1.0851997269558282e-07,0.9437326326315021,281.1391705843779,0.4732414148711609,-8.490504385810577e-09,5.398787166316365e-10,1.0,1973.0,0.0,1.1109702853500765,0.0,2.79396772385e-09,81.5375340121095,518097.6456197254,0.0
37,24,2017-11-04 04:00:00,-4.178106922501637e-05,-4.181179080967139e-13,0.0,55.080879937094714,134.03552365664063,5.112634854977507e-09,-2.086358418753006,6.778255187564129e-06,0.006181990786008053,4.920033713639429e-06,5153.697851345404,532819.8634360582,8.955762819530072e-08,-2.1757683597691813,-1.236155816622102e-07,0.94373643061309,277.2263313806705,0.4731630201022703,-8.542387317125918e-09,6.219064167503718e-10,1.0,1973.0,0.0,1.1672062907483705,0.0,2.79396772385e-09,85.85155640889565,525291.1028931465,0.0
38,24,2017-11-04 06:00:00,-4.17846680903443e-05,-4.18689948289554e-13,0.0,69.68335637891201,133.19027683374406,5.073484071235885e-09,-1.0360928939059402,6.932989045854089e-06,0.006181788264027988,4.998181243513361e-06,5153.701347332006,540020.0827498017,1.5004566462084613e-07,-2.175830621780829,-4.0475670985066024e-08,0.9437388729013768,272.9780581912273,0.4731071779608687,-8.571400361477287e-09,6.133964629564121e-10,1.0,1973.0,0.0,1.0910190861621314,0.0,2.79396772385e-09,101.58798018806829,532491.0906737619,0.0
39,24,2017-11-04 08:00:00,-4.1788555450792736e-05,-4.1871111640971503e-13,0.0,70.17873855720786,137.3491028914006,5.1209281028334685e-09,0.014017465835547194,7.199305586551577e-06,0.006181365449015317,5.311181025562064e-06,5153.705205460561,547220.416993804,4.6648891785585185e-08,-2.1758971467425723,4.044032595667211e-08,0.9437427635890439,268.6315871939703,0.4731882140160895,-8.694565433101095e-09,5.913592070244755e-10,1.0,1973.0,0.0,1.1678906700570488,0.0,2.79396772385e-09,105.44594417299034,539691.8085585621,0.0
40,24,2017-11-04 09:59:44,-4.179237043976723e-05,-3.8009862799617074e-13,0.0,32.373006297768256,153.4816678678289,5.0170049576666725e-09,1.0553471948120003,7.90760425744428e-06,0.006183500873950417,5.493624848040478e-06,5153.737332758106,554406.2941985519,-2.4458992532920452e-08,-2.1759721644780066,3.7859498184230554e-08,0.9437523847648457,263.8688546749079,0.47332674295298743,-8.664790858198464e-09,5.441321723355101e-10,1.0,1973.0,0.0,0.45344681390764924,0.0,2.79396772385e-09,68.99144597348146,546878.8510923455,0.0
41,24,2017-11-05 00:00:00,-4.1815489207552186e-05,-3.7850308477553597e-13,0.0,52.89345515889434,178.5965190628094,5.114769627544816e-09,2.1322862398657745,9.233322579812582e-06,0.006185326219303577,6.128867015583149e-06,5153.703643565313,604820.2170569968,-1.61451874938082e-07,-2.1763945853340476,-1.4486658101747245e-08,0.9437651423055212,251.7889495240892,0.47320547382955985,-8.579482207607959e-09,6.512740594574231e-10,1.0,1973.0,0.0,0.1596632446198608,0.0,2.79396772385e-09,105.95448300509163,599601.1878220086,0.0
42,19,2017-11-04 02:00:00,-0.00047760307691621537,2.160047811330356e-12,0.0,31.80529229176609,-65.97692176183536,3.6984392177427533e-09,1.7360117426094113,-3.6252807295150584e-06,0.00986915717464525,1.3759814737800263e-05,5153.712088233765,525604.1951084475,-1.69465766108648e-07,0.05137284657746877,-1.88045840540025e-07,0.9790483982573123,129.4601883926941,1.0884134241240147,-7.593971911606594e-09,1.9348519792537973e-11,1.0,1973.0,0.0,0.0,0.0,-1.53668224812e-08,31.40585090024171,518404.32372828183,0.0
43,19,2017-11-04 04:00:00,-0.0004776205406603208,2.160048822916519e-12,0.0,19.20318774037807,-72.40757139279577,3.77752077672197e-09,2.7863057791742603,-3.829092480538571e-06,0.009870209968280084,1.3682620410465602e-05,5153.713370639582,532805.276493248,4.3235633721030824e-08,0.05131879450148243,-1.7475703341444236e-07,0.9790501198119897,120.42793119965155,1.0882621442452578,-7.419531302382669e-09,1.352166712099717e-11,1.0,1973.0,0.0,0.0,0.0,-1.53668224812e-08,30.63805973797795,525595.9407214161,0.0
